GHS_NUM;GHS_CMD;GHM_NUM;GHS_SEU_BAS;GHS_SEU_HAU;GHS_PRI;EXH_PRI;EXB_FOR;EXB_PRI;MED_SUS_TAU;DMI_SUS_TAU;MED_CMD_TAU;DMI_CMD_TAU;TAR_IND;TAR_COE
0022;;01C031;4;23;3853.77;365.52;;963.44;;;;;;
0023;;01C032;6;107;8128.16;430.69;4274.39;;;;;;;
0024;;01C033;12;113;13468.44;337.67;5340.28;;;;;;;
0025;;01C034;20;120;15597.78;242.99;2129.34;;;;;;;
0026;;01C041;4;19;6151.91;129.35;;1537.98;;;;;;
0027;;01C042;7;38;10924.58;97.19;4772.67;;;;;;;
0028;;01C043;10;62;14698.41;67.17;3773.83;;;;;;;
0029;;01C044;18;110;17922.51;303.34;3224.11;;;;;;;
0030;;01C051;3;25;5184.42;56.86;;1728.14;;;;;;
0031;;01C052;6;81;8368.41;501.00;3184.00;;;;;;;
0032;;01C053;10;91;14550.75;410.24;6182.34;;;;;;;
0033;;01C054;16;94;15781.47;311.85;1230.72;;;;;;;
0034;;01C061;3;14;4997.66;147.56;;1665.89;;;;;;
0035;;01C062;4;23;6599.56;141.61;1601.90;;;;;;;
0036;;01C063;7;42;10928.90;80.91;4329.34;;;;;;;
0037;;01C064;12;69;13113.47;355.78;2184.57;;;;;;;
0038;;01C081;2;133;2972.73;829.45;1369.65;;;;;;;
0039;;01C082;5;133;7694.27;481.73;4721.54;;;;;;;
0040;;01C083;9;136;11591.51;386.17;3897.24;;;;;;;
0041;;01C084;23;142;13908.54;182.52;2317.03;;;;;;;
0042;;01C08J;;;1603.08;;;;;;;;;
0043;;01C091;4;23;8698.54;326.80;;2174.64;;;;;;
0044;;01C092;7;37;13273.74;658.87;4575.20;;;;;;;
0045;;01C093;;;19996.09;;;;;;;;;
0046;;01C094;;;23993.10;;;;;;;;;
0047;;01C101;2;7;2923.07;242.30;;1461.54;;;;;;
0048;;01C102;4;20;6072.99;545.94;3149.92;;;;;;;
0049;;01C103;;;9148.59;;;;;;;;;
0050;;01C104;;;10977.30;;;;;;;;;
0051;;01C111;4;20;7809.02;146.37;;1952.26;;;;;;
0052;;01C112;5;30;10690.64;105.85;2881.62;;;;;;;
0053;;01C113;6;34;11997.35;77.36;1306.71;;;;;;;
0054;;01C114;11;65;14395.51;411.84;2398.16;;;;;;;
0055;;01C121;3;42;5213.80;576.48;;1737.93;;;;;;
0056;;01C122;5;46;8464.85;528.10;3251.05;;;;;;;
0057;;01C123;8;80;9042.18;346.22;577.32;;;;;;;
0058;;01C124;15;91;12648.77;259.91;3606.59;;;;;;;
0059;;01C131;;4;827.96;106.42;;;;;;;;
0060;;01C132;3;16;2104.99;246.26;1277.03;;;;;;;
0061;;01C133;;;3171.43;;;;;;;;;
0062;;01C134;;;3805.37;;;;;;;;;
0063;;01C13J;;;827.96;;;;;;;;;
0064;;01C041;7;40;12640.17;588.21;;1805.74;;;;;;
0064;;01C042;7;40;12640.17;588.21;;1805.74;;;;;;
0064;;01C043;7;40;12640.17;588.21;;1805.74;;;;;;
0064;;01C044;7;40;12640.17;588.21;;1805.74;;;;;;
0064;;01C121;7;40;12640.17;588.21;;1805.74;;;;;;
0064;;01C122;7;40;12640.17;588.21;;1805.74;;;;;;
0064;;01C123;7;40;12640.17;588.21;;1805.74;;;;;;
0064;;01C124;7;40;12640.17;588.21;;1805.74;;;;;;
0189;;01K021;2;11;7929.48;108.50;;3964.74;;;;;;
0190;;01K022;4;23;9231.50;197.87;1302.02;;;;;;;
0191;;01K023;7;42;12991.12;579.89;3759.62;;;;;;;
0192;;01K024;;;20917.91;;;;;;;;;
0193;;01K031;2;9;5086.36;148.94;;2543.18;;;;;;
0194;;01K032;5;30;8883.25;140.57;3796.89;;;;;;;
0195;;01K033;8;44;12501.06;115.57;3617.80;;;;;;;
0196;;01K034;18;110;20128.82;342.13;7627.76;;;;;;;
0197;;01K04J;;;396.03;;;;;;;;;
0198;;01K05J;;;259.59;;;;;;;;;
0199;;01K06J;;;919.84;;;;;;;;;
0200;;01K071;5;27;9747.21;123.11;;1949.44;;;;;;
0201;;01K072;7;40;11347.70;200.93;1600.49;;;;;;;
0202;;01K073;11;63;15969.16;472.77;4621.46;;;;;;;
0203;;01K074;12;73;25713.07;660.34;9743.91;;;;;;;
0204;;01M041;2;7;1826.01;166.79;;913.01;;;;;;
0205;;01M042;5;25;5241.77;142.46;3415.76;;;;;;;
0206;;01M043;7;42;7663.63;336.28;2421.86;;;;;;;
0207;;01M044;9;52;12016.58;426.26;4352.94;;;;;;;
0208;;01M051;3;14;2775.65;149.74;2101.77;;;;;;;
0209;;01M052;6;33;5687.43;145.28;2911.78;;;;;;;
0210;;01M053;8;48;7866.70;171.49;2179.27;;;;;;;
0211;;01M054;13;80;13354.24;310.10;5487.54;;;;;;;
0212;;01M05T;;;673.88;;;;;;;;;
0213;;01M071;3;17;2538.05;130.21;2131.74;;;;;;;
0214;;01M072;6;33;4621.33;155.35;2083.28;;;;;;;
0215;;01M073;7;40;5779.10;151.22;1157.77;;;;;;;
0216;;01M074;10;57;8349.80;274.30;2570.70;;;;;;;
0217;;01M07T;;;406.30;;;;;;;;;
0218;;01M081;2;10;2044.76;133.20;1495.48;;;;;;;
0219;;01M082;6;31;4841.93;160.45;2797.17;;;;;;;
0220;;01M083;8;45;7088.17;172.69;2246.24;;;;;;;
0221;;01M084;12;69;11232.82;302.11;4144.66;;;;;;;
0222;;01M08T;;;549.28;;;;;;;;;
0223;;01M091;2;8;1610.41;151.50;971.01;;;;;;;
0224;;01M092;5;28;5711.82;133.34;4101.42;;;;;;;
0225;;01M093;8;47;8660.16;122.97;2948.34;;;;;;;
0226;;01M094;15;87;13579.15;290.02;4918.99;;;;;;;
0227;;01M09T;;;639.39;;;;;;;;;
0228;;01M101;3;15;2590.44;139.09;1031.80;;;;;;;
0229;;01M102;6;35;5372.29;197.52;2781.86;;;;;;;
0230;;01M103;8;47;7742.54;232.88;2370.25;;;;;;;
0231;;01M104;13;75;14263.25;352.91;6520.70;;;;;;;
0232;;01M10T;;;1558.64;;;;;;;;;
0233;;01M111;3;12;2440.71;151.55;1759.48;;;;;;;
0234;;01M112;5;25;4410.88;167.12;1970.17;;;;;;;
0235;;01M113;7;38;6583.49;196.81;2172.61;;;;;;;
0236;;01M114;10;57;10322.90;335.33;3739.41;;;;;;;
0237;;01M11T;;;681.23;;;;;;;;;
0238;;01M121;2;10;1924.23;116.92;1270.30;;;;;;;
0239;;01M122;5;27;4305.63;108.17;2381.40;;;;;;;
0240;;01M123;7;41;6704.58;79.63;2398.95;;;;;;;
0241;;01M124;12;72;9173.19;236.27;2468.61;;;;;;;
0242;;01M12T;;;653.93;;;;;;;;;
0243;;01M131;;;917.23;;;;;;;;;
0244;;01M132;3;21;3386.07;157.66;2468.84;;;;;;;
0245;;01M133;6;35;5593.37;223.36;2207.30;;;;;;;
0246;;01M134;10;60;11177.28;345.57;5583.90;;;;;;;
0247;;01M151;2;9;1746.02;133.43;;873.01;;;;;;
0248;;01M152;4;23;3614.10;143.60;1868.08;;;;;;;
0249;;01M153;6;32;4960.87;140.89;1346.77;;;;;;;
0250;;01M154;9;52;7778.64;279.77;2817.77;;;;;;;
0251;;01M161;2;7;1669.50;157.73;;834.75;;;;;;
0252;;01M162;4;21;3877.76;251.34;2208.25;;;;;;;
0253;;01M163;6;32;6642.54;269.50;2764.78;;;;;;;
0254;;01M164;8;46;10415.49;419.12;3772.95;;;;;;;
0255;;01M171;2;7;1588.57;139.18;1050.55;;;;;;;
0256;;01M172;4;22;4018.61;132.47;2430.04;;;;;;;
0257;;01M173;7;41;6871.64;121.97;2853.03;;;;;;;
0258;;01M174;12;73;10774.73;274.24;3903.09;;;;;;;
0259;;01M17T;;;538.02;;;;;;;;;
0260;;01M181;2;9;1764.46;113.78;;882.23;;;;;;
0261;;01M182;6;33;6242.88;86.48;4478.42;;;;;;;
0262;;01M183;8;47;7511.15;85.33;1268.27;;;;;;;
0263;;01M184;16;97;11777.49;226.74;4266.33;;;;;;;
0264;;01M191;;4;1040.80;142.40;;;;;;;;
0265;;01M192;4;27;4315.95;174.16;3275.15;;;;;;;
0266;;01M193;7;39;6640.01;163.98;2324.06;;;;;;;
0267;;01M194;11;62;10411.54;311.15;3771.53;;;;;;;
0268;;01M201;;;691.33;;;;;;;;;
0269;;01M202;3;15;2309.97;89.96;1618.64;;;;;;;
0270;;01M203;5;25;3481.29;79.09;1171.32;;;;;;;
0271;;01M204;9;50;5458.66;201.97;1977.37;;;;;;;
0272;;01M211;;4;1150.22;144.86;;;;;;;;
0273;;01M212;3;18;3178.31;220.85;2028.09;;;;;;;
0274;;01M213;5;30;5829.91;220.76;2651.59;;;;;;;
0275;;01M214;8;45;9141.30;380.68;3311.39;;;;;;;
0276;;01M221;;4;977.17;125.45;;;;;;;;
0277;;01M222;3;17;2608.00;135.59;1630.83;;;;;;;
0278;;01M223;5;26;3828.32;268.40;1220.32;;;;;;;
0279;;01M224;;;6002.80;;;;;;;;;
0280;;01M22T;;;559.08;;;;;;;;;
0281;;01M231;;;919.97;;;;;;;;;
0282;;01M232;3;13;3201.92;448.15;2281.95;;;;;;;
0283;;01M233;;;4681.30;;;;;;;;;
0284;;01M234;;;7340.27;;;;;;;;;
0285;;01M241;2;7;2043.17;198.43;1235.87;;;;;;;
0286;;01M242;3;18;4663.03;162.00;2619.85;;;;;;;
0287;;01M243;5;30;6606.97;341.16;1943.94;;;;;;;
0288;;01M244;7;41;10359.73;467.28;3752.76;;;;;;;
0289;;01M24T;;;807.31;;;;;;;;;
0290;;01M251;2;9;1784.15;128.97;1096.39;;;;;;;
0291;;01M252;4;21;3331.83;151.20;1547.69;;;;;;;
0292;;01M253;6;32;5088.76;145.99;1756.93;;;;;;;
0293;;01M254;9;50;7716.58;285.69;2627.82;;;;;;;
0294;;01M25T;;;687.76;;;;;;;;;
0295;;01M261;3;17;2991.85;152.21;2254.75;;;;;;;
0296;;01M262;6;36;5883.90;216.41;2892.05;;;;;;;
0297;;01M263;8;45;7831.56;265.14;1947.66;;;;;;;
0298;;01M264;11;63;12604.15;375.10;4772.59;;;;;;;
0299;;01M26T;;;737.10;;;;;;;;;
0300;;01M271;2;11;2574.03;139.66;1501.46;;;;;;;
0301;;01M272;5;28;4948.26;246.66;2374.23;;;;;;;
0302;;01M273;6;36;7088.53;236.84;2140.26;;;;;;;
0303;;01M274;9;53;11114.82;387.03;4026.29;;;;;;;
0304;;01M27T;;;1072.57;;;;;;;;;
0305;;01M281;2;8;1686.51;156.54;1051.09;;;;;;;
0306;;01M282;5;27;4787.70;146.79;3101.19;;;;;;;
0307;;01M283;7;40;6695.95;223.72;1908.25;;;;;;;
0308;;01M284;10;57;10499.23;343.41;3803.28;;;;;;;
0309;;01M28T;;;635.42;;;;;;;;;
0310;;01M291;;4;2151.99;254.19;;;;;;;;
0311;;01M292;4;25;7489.91;551.40;5337.91;;;;;;;
0312;;01M293;;;10950.47;;;;;;;;;
0313;;01M294;;;17170.34;;;;;;;;;
0314;;01M301;4;22;3362.38;135.26;2649.56;;;;;;;
0315;;01M302;6;35;5189.88;133.39;1827.50;;;;;;;
0316;;01M303;8;48;7127.17;124.93;1937.29;;;;;;;
0317;;01M304;12;72;10125.38;261.35;2998.21;;;;;;;
0318;;01M30T;;;712.81;;;;;;;;;
0319;;01M311;4;19;3361.29;129.55;2561.78;;;;;;;
0320;;01M312;6;34;5304.50;147.48;1943.21;;;;;;;
0321;;01M313;8;45;7650.47;109.38;2345.97;;;;;;;
0322;;01M314;11;64;9728.75;284.30;2078.28;;;;;;;
0323;;01M31T;;;799.51;;;;;;;;;
0324;;01M32Z;;;782.18;;;;;;;;;
0325;;01M331;;;860.36;;;;;;;;;
0326;;01M332;3;35;2994.44;287.47;2134.08;;;;;;;
0327;;01M333;7;40;4377.96;200.40;1383.53;;;;;;;
0328;;01M334;;;7016.25;;;;;;;;;
0329;;01M34Z;4;20;3628.26;339.20;;907.07;;;;;;
0330;;01M35Z;2;7;1847.58;454.40;;923.79;;;;;;
0331;;01M36E;;;883.88;;;;;;;;;
0332;;01M37E;;;849.26;;;;;;;;;
0410;;02C021;;6;2731.67;191.82;;;;;;;;
0411;;02C022;3;12;4238.71;164.42;1507.04;;;;;;;
0412;;02C023;4;25;6376.20;478.22;2137.50;;;;;;;
0413;;02C024;;;10391.30;;;;;;;;;
0414;;02C02J;;;1959.22;;;;;;;;;
0415;;02C031;2;7;2730.59;210.71;1311.82;;;;;;;
0416;;02C032;4;19;5737.27;180.82;3006.68;;;;;;;
0417;;02C033;6;35;8630.46;454.53;2893.19;;;;;;;
0418;;02C034;;;14065.06;;;;;;;;;
0419;;02C03J;;;1418.77;;;;;;;;;
0420;;02C051;;4;1512.74;123.95;;;;;;;;
0421;;02C052;3;17;3724.66;93.91;2211.92;;;;;;;
0422;;02C053;7;37;5602.93;277.34;1878.28;;;;;;;
0423;;02C054;;;9131.10;;;;;;;;;
0424;;02C05J;;;1512.74;;;;;;;;;
0425;;02C061;2;6;2227.89;167.27;1357.39;;;;;;;
0426;;02C062;4;22;4904.28;406.54;2676.38;;;;;;;
0427;;02C063;;;7377.42;;;;;;;;;
0428;;02C064;;;12022.98;;;;;;;;;
0429;;02C06J;;;870.50;;;;;;;;;
0430;;02C071;;4;1551.90;266.33;;;;;;;;
0431;;02C072;3;11;3416.20;579.53;1864.31;;;;;;;
0432;;02C073;;;5138.92;;;;;;;;;
0433;;02C074;;;8374.91;;;;;;;;;
0434;;02C07J;;;835.51;;;;;;;;;
0435;;02C081;;4;1611.15;166.13;;;;;;;;
0436;;02C082;3;18;4163.27;149.96;2552.12;;;;;;;
0437;;02C083;6;32;6262.73;281.69;2099.46;;;;;;;
0438;;02C084;8;46;10206.37;411.55;3943.64;;;;;;;
0439;;02C08J;;;910.00;;;;;;;;;
0440;;02C091;2;8;3465.86;265.50;596.90;;;;;;;
0441;;02C092;3;13;4750.53;217.78;1284.66;;;;;;;
0442;;02C093;4;24;7146.11;547.04;2395.58;;;;;;;
0443;;02C094;;;11646.02;;;;;;;;;
0444;;02C09J;;;2868.96;;;;;;;;;
0445;;02C101;2;12;2463.65;247.27;1324.67;;;;;;;
0446;;02C102;4;24;5571.70;255.43;3108.04;;;;;;;
0447;;02C103;6;35;8381.38;442.54;2809.69;;;;;;;
0448;;02C104;;;13659.15;;;;;;;;;
0449;;02C10J;;;1138.99;;;;;;;;;
0450;;02C111;;5;2164.91;230.47;;;;;;;;
0451;;02C112;3;17;4930.57;520.56;2765.66;;;;;;;
0452;;02C113;;;7416.95;;;;;;;;;
0453;;02C114;;;12087.41;;;;;;;;;
0454;;02C11J;;;900.82;;;;;;;;;
0506;;02M021;;4;965.17;121.11;;;;;;;;
0507;;02M022;3;14;2274.13;101.52;1308.95;;;;;;;
0508;;02M023;4;19;2781.75;270.17;507.62;;;;;;;
0509;;02M024;;;4016.99;;;;;;;;;
0510;;02M031;2;8;1803.28;130.05;;901.64;;;;;;
0511;;02M032;4;19;3600.52;89.30;1797.24;;;;;;;
0512;;02M033;5;28;4404.22;289.91;803.70;;;;;;;
0513;;02M034;;;6359.92;;;;;;;;;
0514;;02M041;2;7;1568.70;147.78;948.26;;;;;;;
0515;;02M042;3;17;3215.38;119.62;1646.68;;;;;;;
0516;;02M043;4;23;3933.11;218.31;717.73;;;;;;;
0517;;02M044;6;31;5679.60;334.09;1746.50;;;;;;;
0518;;02M04T;;;620.44;;;;;;;;;
0519;;02M051;;4;1094.79;148.47;;;;;;;;
0520;;02M052;3;14;2579.52;327.10;1484.73;;;;;;;
0521;;02M053;;;3155.32;;;;;;;;;
0522;;02M054;;;4556.42;;;;;;;;;
0523;;02M05T;;;699.55;;;;;;;;;
0524;;02M071;2;30;2085.51;323.90;1489.55;;;;;;;
0525;;02M072;4;32;3638.50;318.21;1552.99;;;;;;;
0526;;02M073;6;51;4450.69;235.88;812.18;;;;;;;
0527;;02M074;10;60;6427.01;197.92;1976.32;;;;;;;
0528;;02M07T;;;595.96;;;;;;;;;
0529;;02M081;;5;1429.93;130.25;;;;;;;;
0530;;02M082;4;20;3906.45;96.89;2476.52;;;;;;;
0531;;02M083;5;29;4778.44;117.88;871.99;;;;;;;
0532;;02M084;8;47;6900.31;273.28;2121.87;;;;;;;
0533;;02M08T;;;452.04;;;;;;;;;
0534;;02M09Z;;;589.54;;;;;;;;;
0535;;02M10Z;3;14;2489.95;312.88;;829.98;;;;;;
0624;;03C051;2;6;3095.61;143.74;;1547.80;;;;;;
0625;;03C052;3;12;3958.04;588.12;862.44;;;;;;;
0626;;03C053;;;8280.50;;;;;;;;;
0627;;03C054;;;11697.44;;;;;;;;;
0628;;03C061;2;6;2233.31;225.57;1355.19;;;;;;;
0629;;03C062;3;18;4940.17;496.65;2706.86;;;;;;;
0630;;03C063;;;10335.18;;;;;;;;;
0631;;03C064;;;14600.00;;;;;;;;;
0632;;03C06J;;;878.12;;;;;;;;;
0633;;03C071;;5;1909.90;111.35;;;;;;;;
0634;;03C072;3;17;3698.20;104.80;1788.30;;;;;;;
0635;;03C073;8;44;7736.88;76.01;4038.69;;;;;;;
0636;;03C074;14;86;10929.50;236.11;3192.62;;;;;;;
0637;;03C07J;;;889.60;;;;;;;;;
0638;;03C091;;5;1991.89;554.66;;;;;;;;
0639;;03C092;3;10;4765.20;834.52;2773.31;;;;;;;
0640;;03C093;;;9969.12;;;;;;;;;
0641;;03C094;;;14082.88;;;;;;;;;
0642;;03C09J;;;1198.43;;;;;;;;;
0643;;03C101;;;786.46;;;;;;;;;
0644;;03C102;3;12;2610.80;394.47;1824.34;;;;;;;
0645;;03C103;;;5461.97;;;;;;;;;
0646;;03C104;;;7715.87;;;;;;;;;
0647;;03C111;;5;1243.88;115.46;;;;;;;;
0648;;03C112;4;20;2975.75;272.17;1731.87;;;;;;;
0649;;03C113;;;6225.47;;;;;;;;;
0650;;03C114;;;8794.42;;;;;;;;;
0651;;03C121;;3;1187.75;602.59;;;;;;;;
0652;;03C122;;;2841.45;;;;;;;;;
0653;;03C123;;;5944.52;;;;;;;;;
0654;;03C124;;;8397.52;;;;;;;;;
0655;;03C131;2;6;1996.76;308.90;;998.38;;;;;;
0656;;03C132;3;15;4776.87;578.61;2780.10;;;;;;;
0657;;03C133;;;9993.54;;;;;;;;;
0658;;03C134;;;14117.37;;;;;;;;;
0659;;03C141;;;702.08;;;;;;;;;
0660;;03C142;3;21;2523.05;221.36;1820.96;;;;;;;
0661;;03C143;;;5592.30;;;;;;;;;
0662;;03C144;;;7899.96;;;;;;;;;
0663;;03C14J;;;702.08;;;;;;;;;
0664;;03C151;;4;722.46;312.92;;;;;;;;
0665;;03C152;;;2449.13;;;;;;;;;
0666;;03C153;;;5123.75;;;;;;;;;
0667;;03C154;;;7238.07;;;;;;;;;
0668;;03C15J;;;722.46;;;;;;;;;
0669;;03C161;2;7;2423.26;218.76;1325.94;;;;;;;
0670;;03C162;4;23;5923.48;226.01;3500.22;;;;;;;
0671;;03C163;8;48;11573.67;235.39;5650.18;;;;;;;
0672;;03C164;16;95;22637.04;445.20;11063.37;;;;;;;
0673;;03C16J;;;1097.32;;;;;;;;;
0674;;03C171;;5;1350.98;155.12;;;;;;;;
0675;;03C172;3;18;3463.28;151.29;2112.30;;;;;;;
0676;;03C173;7;43;7245.42;313.64;3782.14;;;;;;;
0677;;03C174;;;10235.25;;;;;;;;;
0678;;03C17J;;;742.69;;;;;;;;;
0679;;03C181;2;8;4563.32;1017.30;;2281.66;;;;;;
0680;;03C182;3;10;10916.82;1980.56;6353.50;;;;;;;
0681;;03C183;;;22838.76;;;;;;;;;
0682;;03C184;;;32263.16;;;;;;;;;
0683;;03C191;2;8;4871.20;968.88;;2435.60;;;;;;
0684;;03C192;3;15;11653.38;1369.61;6782.18;;;;;;;
0685;;03C193;;;24379.68;;;;;;;;;
0686;;03C194;;;34439.96;;;;;;;;;
0687;;03C201;;5;2403.23;669.20;;;;;;;;
0688;;03C202;3;10;5749.24;983.43;3346.01;;;;;;;
0689;;03C203;;;12027.83;;;;;;;;;
0690;;03C204;;;16991.11;;;;;;;;;
0691;;03C20J;;;1431.30;;;;;;;;;
0692;;03C211;;3;1347.17;692.27;;;;;;;;
0693;;03C212;;;3397.39;;;;;;;;;
0694;;03C213;;;7107.58;;;;;;;;;
0695;;03C214;;;10040.52;;;;;;;;;
0696;;03C21J;;;1347.17;;;;;;;;;
0697;;03C22J;;;786.46;;;;;;;;;
0698;;03C241;2;8;4004.79;486.02;2854.72;;;;;;;
0699;;03C242;3;14;9580.67;387.51;5575.88;;;;;;;
0700;;03C243;7;41;20043.42;914.32;10462.75;;;;;;;
0701;;03C244;;;28314.34;;;;;;;;;
0702;;03C24J;;;1150.07;;;;;;;;;
0703;;03C251;8;44;9126.51;184.49;;1140.81;;;;;;
0704;;03C252;10;57;11685.25;177.19;2558.74;;;;;;;
0705;;03C253;13;79;15583.50;366.19;3898.25;;;;;;;
0706;;03C254;14;83;18515.32;413.65;2931.82;;;;;;;
0707;;03C261;3;17;7000.90;228.59;;2333.63;;;;;;
0708;;03C262;6;31;11218.42;172.08;4217.52;;;;;;;
0709;;03C263;8;49;14315.83;546.58;3097.42;;;;;;;
0710;;03C264;9;54;20223.25;692.70;5907.42;;;;;;;
0815;;03K021;;;997.19;;;;;;;;;
0816;;03K022;3;12;2496.45;187.30;1499.26;;;;;;;
0817;;03K023;4;20;3994.83;369.48;1498.39;;;;;;;
0818;;03K024;;;6294.78;;;;;;;;;
0819;;03K02J;;;997.19;;;;;;;;;
0820;;03K03J;;;557.93;;;;;;;;;
0821;;03K04J;;;459.26;;;;;;;;;
0822;;03M021;;;538.50;;;;;;;;;
0823;;03M022;3;13;1645.74;88.25;1107.24;;;;;;;
0824;;03M023;4;23;2528.22;202.96;882.48;;;;;;;
0825;;03M024;;;4032.89;;;;;;;;;
0826;;03M031;;;963.97;;;;;;;;;
0827;;03M032;3;10;2389.29;176.62;1425.32;;;;;;;
0828;;03M033;4;16;3670.47;152.01;1281.18;;;;;;;
0829;;03M034;5;25;5038.56;375.80;1368.09;;;;;;;
0830;;03M041;;;767.21;;;;;;;;;
0831;;03M042;3;17;2463.16;124.15;1695.95;;;;;;;
0832;;03M043;5;25;3783.96;100.74;1320.80;;;;;;;
0833;;03M044;7;39;5194.36;247.50;1410.39;;;;;;;
0834;;03M051;;4;893.17;106.76;;;;;;;;
0835;;03M052;3;17;2281.08;131.73;1387.92;;;;;;;
0836;;03M053;4;23;3071.49;228.97;790.40;;;;;;;
0837;;03M054;5;28;4216.32;280.89;1144.83;;;;;;;
0838;;03M061;;4;880.78;144.42;;;;;;;;
0839;;03M062;3;14;2324.94;207.78;1444.16;;;;;;;
0840;;03M063;4;20;3571.63;320.83;1246.69;;;;;;;
0841;;03M064;;;4902.88;;;;;;;;;
0842;;03M071;;5;1700.36;178.26;;;;;;;;
0843;;03M072;5;25;5466.14;167.71;3765.77;;;;;;;
0844;;03M073;8;44;8652.55;235.00;3186.41;;;;;;;
0845;;03M074;10;60;12412.56;384.34;3760.01;;;;;;;
0846;;03M07T;;;831.03;;;;;;;;;
0847;;03M081;;;729.62;;;;;;;;;
0848;;03M082;3;70;2623.25;279.32;1893.63;;;;;;;
0849;;03M083;5;70;4029.88;257.90;1406.63;;;;;;;
0850;;03M084;13;76;5531.94;135.98;1502.06;;;;;;;
0851;;03M091;2;7;1575.92;134.14;867.89;;;;;;;
0852;;03M092;4;19;3355.24;128.29;1779.31;;;;;;;
0853;;03M093;5;30;5154.38;106.73;1799.14;;;;;;;
0854;;03M094;8;48;7075.57;276.01;1921.19;;;;;;;
0855;;03M09T;;;708.03;;;;;;;;;
0856;;03M101;;;1332.34;;;;;;;;;
0857;;03M102;3;13;2748.80;245.66;1416.46;;;;;;;
0858;;03M103;4;19;4222.75;408.65;1473.95;;;;;;;
0859;;03M104;;;5796.71;;;;;;;;;
0860;;03M111;;;830.14;;;;;;;;;
0861;;03M112;3;18;3065.66;130.94;2235.52;;;;;;;
0862;;03M113;6;32;5380.92;105.56;2315.27;;;;;;;
0863;;03M114;9;51;7386.54;268.35;2005.62;;;;;;;
0864;;03M121;2;8;2308.42;501.08;;1154.21;;;;;;
0865;;03M122;3;14;7054.94;923.97;4746.51;;;;;;;
0866;;03M123;;;10837.94;;;;;;;;;
0867;;03M124;;;14877.56;;;;;;;;;
0868;;03M131;2;6;1447.61;212.61;;723.81;;;;;;
0869;;03M132;4;20;4424.15;404.76;2976.54;;;;;;;
0870;;03M133;5;25;6796.47;507.75;2372.32;;;;;;;
0871;;03M134;;;9329.71;;;;;;;;;
0872;;03M14Z;;;906.16;;;;;;;;;
0873;;03M15Z;2;6;1828.27;508.66;;914.13;;;;;;
1005;;04C021;4;22;6660.32;162.15;;1665.08;;;;;;
1006;;04C022;6;33;8880.24;155.23;2219.92;;;;;;;
1007;;04C023;8;49;11805.99;145.82;2925.75;;;;;;;
1008;;04C024;16;96;18659.54;364.30;6853.55;;;;;;;
1009;;04C031;2;7;2422.32;162.88;;1211.16;;;;;;
1010;;04C032;7;38;8839.82;149.72;6417.50;;;;;;;
1011;;04C033;14;81;16809.04;124.63;7969.22;;;;;;;
1012;;04C034;23;142;24411.16;320.88;7602.13;;;;;;;
1013;;04C041;4;19;5096.39;180.29;;1274.10;;;;;;
1014;;04C042;6;33;7620.50;232.49;2524.11;;;;;;;
1015;;04C043;9;54;12502.74;395.85;4882.23;;;;;;;
1016;;04C044;13;77;21607.24;524.43;9104.50;;;;;;;
1129;;04K02J;;;770.43;;;;;;;;;
1130;;04M021;;;990.91;;;;;;;;;
1131;;04M022;3;12;2840.16;210.57;1849.25;;;;;;;
1132;;04M023;4;23;5156.43;333.30;2316.27;;;;;;;
1133;;04M024;5;29;7156.24;453.23;1999.82;;;;;;;
1134;;04M031;;4;980.70;124.83;;;;;;;;
1135;;04M032;4;21;3102.78;126.61;2122.08;;;;;;;
1136;;04M033;5;27;3883.48;123.61;780.69;;;;;;;
1137;;04M034;6;34;4748.73;259.99;865.25;;;;;;;
1138;;04M041;;6;1487.51;152.57;;;;;;;;
1139;;04M042;3;15;3437.16;127.51;1949.66;;;;;;;
1140;;04M043;4;22;4589.76;111.25;1152.60;;;;;;;
1141;;04M044;7;38;6369.81;310.36;1780.05;;;;;;;
1142;;04M051;2;8;1538.25;139.83;;769.13;;;;;;
1143;;04M052;4;24;3775.47;152.03;2237.22;;;;;;;
1144;;04M053;5;30;4719.16;148.53;943.68;;;;;;;
1145;;04M054;7;39;6055.92;285.46;1336.76;;;;;;;
1146;;04M061;3;15;3311.83;222.77;2657.44;;;;;;;
1147;;04M062;5;27;6322.07;194.68;3010.24;;;;;;;
1148;;04M063;7;39;8658.26;414.56;2336.19;;;;;;;
1149;;04M064;;;12016.19;;;;;;;;;
1150;;04M06T;;;654.39;;;;;;;;;
1151;;04M071;4;20;3353.25;152.26;2666.17;;;;;;;
1152;;04M072;6;33;5403.24;145.20;2049.99;;;;;;;
1153;;04M073;7;43;6855.28;160.74;1452.04;;;;;;;
1154;;04M074;10;58;9266.40;295.96;2411.12;;;;;;;
1155;;04M07T;;;687.08;;;;;;;;;
1156;;04M081;2;7;1432.19;139.24;707.71;;;;;;;
1157;;04M082;5;26;4280.96;134.82;2848.76;;;;;;;
1158;;04M083;7;38;5926.58;134.00;1645.62;;;;;;;
1159;;04M084;12;72;10482.63;270.07;4556.05;;;;;;;
1160;;04M08T;;;724.48;;;;;;;;;
1161;;04M091;3;14;2881.32;167.29;2049.94;;;;;;;
1162;;04M092;6;33;6155.30;159.34;3273.98;;;;;;;
1163;;04M093;8;45;8067.33;291.78;1912.03;;;;;;;
