BTF_PRS_IDE;BTF_HIS_DTD;BTF_TAR_NAT;BTF_HIS_DTF;BTF_TAR_COF
1111;01JAN1996:00:00:00;B;31DEC9999:00:00:00;20.00
1112;01JAN1996:00:00:00;B;31DEC9999:00:00:00;30.00
1113;30MAR1997:00:00:00;B;31DEC9999:00:00:00;60.00
1114;30MAR1997:00:00:00;B;31DEC9999:00:00:00;60.00
1115;01JAN1996:00:00:00;B;31DEC9999:00:00:00;30.00
1116;01JAN1996:00:00:00;B;31DEC9999:00:00:00;50.00
1117;01JAN1996:00:00:00;B;31DEC9999:00:00:00;20.00
1118;01JAN1996:00:00:00;B;31DEC9999:00:00:00;20.00
1119;01JAN1996:00:00:00;B;31DEC9999:00:00:00;80.00
1120;01JAN1996:00:00:00;B;31DEC9999:00:00:00;120.00
1122;01JAN1996:00:00:00;B;04JAN2022:00:00:00;80.00
1123;01JAN1996:00:00:00;B;31DEC9999:00:00:00;60.00
1124;01JAN1996:00:00:00;B;18JAN2010:00:00:00;10.00
1124;19JAN2010:00:00:00;B;13APR2018:00:00:00;7.00
1125;30JUL1997:00:00:00;B;08MAY2019:00:00:00;100.00
1126;30JUL1997:00:00:00;B;08MAY2019:00:00:00;100.00
1127;11NOV2007:00:00:00;B;10JUL2013:00:00:00;20.00
1127;11JUL2013:00:00:00;B;13APR2018:00:00:00;20.00
1128;29JUL2003:00:00:00;B;07FEB2009:00:00:00;60.00
1128;08FEB2009:00:00:00;B;10JUL2013:00:00:00;50.00
1128;11JUL2013:00:00:00;B;13APR2018:00:00:00;50.00
1131;12JUL1999:00:00:00;B;31DEC9999:00:00:00;65.00
1132;13FEB2004:00:00:00;B;07FEB2009:00:00:00;90.00
1132;08FEB2009:00:00:00;B;31MAR2017:00:00:00;80.00
1132;01APR2017:00:00:00;B;31DEC9999:00:00:00;70.00
1133;11DEC2005:00:00:00;B;07FEB2009:00:00:00;35.00
1133;08FEB2009:00:00:00;B;18JAN2010:00:00:00;31.00
1133;19JAN2010:00:00:00;B;10FEB2011:00:00:00;28.00
1133;11FEB2011:00:00:00;B;30JAN2012:00:00:00;24.00
1133;31JAN2012:00:00:00;B;18SEP2019:00:00:00;15.00
1134;28JAN2004:00:00:00;B;07FEB2009:00:00:00;100.00
1134;08FEB2009:00:00:00;B;10FEB2011:00:00:00;90.00
1134;11FEB2011:00:00:00;B;12APR2014:00:00:00;85.00
1134;13APR2014:00:00:00;B;31MAR2017:00:00:00;83.00
1134;01APR2017:00:00:00;B;07APR2021:00:00:00;80.00
1135;28JAN2004:00:00:00;B;07FEB2009:00:00:00;100.00
1135;08FEB2009:00:00:00;B;18JAN2010:00:00:00;90.00
1135;19JAN2010:00:00:00;B;19APR2016:00:00:00;80.00
1135;20APR2016:00:00:00;B;31MAR2017:00:00:00;78.00
1135;01APR2017:00:00:00;B;13APR2018:00:00:00;75.00
1136;28JAN2004:00:00:00;B;07FEB2009:00:00:00;80.00
1136;08FEB2009:00:00:00;B;31MAR2019:00:00:00;70.00
1137;28JAN2004:00:00:00;B;07FEB2009:00:00:00;70.00
1137;08FEB2009:00:00:00;B;31DEC9999:00:00:00;65.00
1138;28JAN2004:00:00:00;B;07FEB2009:00:00:00;100.00
1138;08FEB2009:00:00:00;B;19APR2016:00:00:00;90.00
1138;20APR2016:00:00:00;B;31DEC9999:00:00:00;85.00
1139;11NOV2007:00:00:00;B;07FEB2009:00:00:00;100.00
1139;08FEB2009:00:00:00;B;18JAN2010:00:00:00;90.00
1139;19JAN2010:00:00:00;B;10FEB2011:00:00:00;80.00
1139;11FEB2011:00:00:00;B;30JAN2012:00:00:00;75.00
1139;31JAN2012:00:00:00;B;16APR2013:00:00:00;65.00
1139;17APR2013:00:00:00;B;12APR2014:00:00:00;49.00
1139;13APR2014:00:00:00;B;03SEP2014:00:00:00;42.00
1139;04SEP2014:00:00:00;B;19APR2016:00:00:00;42.00
1139;20APR2016:00:00:00;B;31MAR2017:00:00:00;40.00
1139;01APR2017:00:00:00;B;13APR2018:00:00:00;39.00
1140;02AUG2002:00:00:00;B;19APR2016:00:00:00;35.00
1140;20APR2016:00:00:00;B;13APR2018:00:00:00;34.00
1141;05AUG1997:00:00:00;B;07FEB2009:00:00:00;50.00
1141;08FEB2009:00:00:00;B;10FEB2011:00:00:00;45.00
1141;11FEB2011:00:00:00;B;30JAN2012:00:00:00;42.00
1141;31JAN2012:00:00:00;B;12APR2014:00:00:00;40.00
1141;13APR2014:00:00:00;B;13APR2018:00:00:00;39.00
1145;01DEC1998:00:00:00;B;12APR2014:00:00:00;40.00
1145;13APR2014:00:00:00;B;19APR2016:00:00:00;39.00
1145;20APR2016:00:00:00;B;13APR2018:00:00:00;34.00
1146;01JAN1996:00:00:00;B;31DEC9999:00:00:00;15.00
1149;28FEB2002:00:00:00;B;31DEC9999:00:00:00;20.00
1150;28FEB2002:00:00:00;B;12APR2014:00:00:00;100.00
1150;13APR2014:00:00:00;B;31DEC9999:00:00:00;95.00
1151;01JAN1996:00:00:00;B;31DEC9999:00:00:00;15.00
1152;01JAN1996:00:00:00;B;31DEC9999:00:00:00;35.00
1153;01JAN1996:00:00:00;B;31DEC9999:00:00:00;15.00
1154;01JAN1996:00:00:00;B;31DEC9999:00:00:00;15.00
1155;01JAN1996:00:00:00;B;31DEC9999:00:00:00;20.00
1156;11JUL1999:00:00:00;B;31DEC9999:00:00:00;20.00
1180;01JAN1996:00:00:00;B;07FEB2009:00:00:00;400.00
1180;08FEB2009:00:00:00;B;31DEC9999:00:00:00;380.00
1181;01JAN1996:00:00:00;B;31DEC9999:00:00:00;700.00
1183;12OCT1997:00:00:00;B;31DEC9999:00:00:00;70.00
1200;28JAN2004:00:00:00;B;10FEB2011:00:00:00;50.00
1200;11FEB2011:00:00:00;B;31DEC9999:00:00:00;40.00
1201;28JAN2004:00:00:00;B;10FEB2011:00:00:00;55.00
1201;11FEB2011:00:00:00;B;13APR2018:00:00:00;51.00
1202;28JAN2004:00:00:00;B;10FEB2011:00:00:00;55.00
1202;11FEB2011:00:00:00;B;13APR2018:00:00:00;51.00
1203;28JAN2004:00:00:00;B;31MAR2019:00:00:00;80.00
1204;28JAN2004:00:00:00;B;10FEB2011:00:00:00;55.00
1204;11FEB2011:00:00:00;B;13APR2018:00:00:00;51.00
1205;28JAN2004:00:00:00;B;10FEB2011:00:00:00;55.00
1205;11FEB2011:00:00:00;B;13APR2018:00:00:00;51.00
1206;28JAN2004:00:00:00;B;18JAN2010:00:00:00;55.00
1206;19JAN2010:00:00:00;B;10FEB2011:00:00:00;50.00
1206;11FEB2011:00:00:00;B;16APR2013:00:00:00;45.00
1206;17APR2013:00:00:00;B;31MAR2017:00:00:00;33.00
1206;01APR2017:00:00:00;B;13APR2018:00:00:00;28.00
1207;28JAN2004:00:00:00;B;18JAN2010:00:00:00;55.00
1207;19JAN2010:00:00:00;B;10FEB2011:00:00:00;50.00
1207;11FEB2011:00:00:00;B;16APR2013:00:00:00;45.00
1207;17APR2013:00:00:00;B;31MAR2017:00:00:00;33.00
1207;01APR2017:00:00:00;B;13APR2018:00:00:00;28.00
1208;28JAN2004:00:00:00;B;07FEB2009:00:00:00;55.00
1208;08FEB2009:00:00:00;B;18JAN2010:00:00:00;51.00
1208;19JAN2010:00:00:00;B;30JAN2012:00:00:00;45.00
1208;31JAN2012:00:00:00;B;16APR2013:00:00:00;36.00
1208;17APR2013:00:00:00;B;12APR2014:00:00:00;32.00
1208;13APR2014:00:00:00;B;19APR2016:00:00:00;31.00
1208;20APR2016:00:00:00;B;31MAR2017:00:00:00;30.00
1208;01APR2017:00:00:00;B;13APR2018:00:00:00;28.00
1209;28JAN2004:00:00:00;B;18JAN2010:00:00:00;100.00
1209;19JAN2010:00:00:00;B;10FEB2011:00:00:00;85.00
1209;11FEB2011:00:00:00;B;16APR2013:00:00:00;75.00
1209;17APR2013:00:00:00;B;12APR2014:00:00:00;60.00
1209;13APR2014:00:00:00;B;31MAR2017:00:00:00;58.00
1209;01APR2017:00:00:00;B;13APR2018:00:00:00;55.00
1210;28JAN2004:00:00:00;B;18JAN2010:00:00:00;100.00
1210;19JAN2010:00:00:00;B;10FEB2011:00:00:00;85.00
1210;11FEB2011:00:00:00;B;16APR2013:00:00:00;75.00
1210;17APR2013:00:00:00;B;12APR2014:00:00:00;60.00
1210;13APR2014:00:00:00;B;31MAR2017:00:00:00;58.00
1210;01APR2017:00:00:00;B;13APR2018:00:00:00;54.00
1211;28JAN2004:00:00:00;B;07FEB2009:00:00:00;100.00
1211;08FEB2009:00:00:00;B;18JAN2010:00:00:00;91.00
1211;19JAN2010:00:00:00;B;10FEB2011:00:00:00;80.00
1211;11FEB2011:00:00:00;B;30JAN2012:00:00:00;77.00
1211;31JAN2012:00:00:00;B;16APR2013:00:00:00;74.00
1211;17APR2013:00:00:00;B;12APR2014:00:00:00;60.00
1211;13APR2014:00:00:00;B;31MAR2017:00:00:00;58.00
1211;01APR2017:00:00:00;B;13APR2018:00:00:00;54.00
1212;28JAN2004:00:00:00;B;07FEB2009:00:00:00;145.00
1212;08FEB2009:00:00:00;B;18JAN2010:00:00:00;130.00
1212;19JAN2010:00:00:00;B;10FEB2011:00:00:00;115.00
1212;11FEB2011:00:00:00;B;30JAN2012:00:00:00;95.00
1212;31JAN2012:00:00:00;B;16APR2013:00:00:00;85.00
1212;17APR2013:00:00:00;B;12APR2014:00:00:00;75.00
1212;13APR2014:00:00:00;B;31MAR2017:00:00:00;73.00
1212;01APR2017:00:00:00;B;13APR2018:00:00:00;70.00
1213;04JUL2006:00:00:00;B;07FEB2009:00:00:00;55.00
1213;08FEB2009:00:00:00;B;18JAN2010:00:00:00;52.00
1213;19JAN2010:00:00:00;B;10FEB2011:00:00:00;45.00
1213;11FEB2011:00:00:00;B;16APR2013:00:00:00;40.00
1213;17APR2013:00:00:00;B;12APR2014:00:00:00;36.00
1213;13APR2014:00:00:00;B;19APR2016:00:00:00;33.00
1213;20APR2016:00:00:00;B;31MAR2017:00:00:00;30.00
1213;01APR2017:00:00:00;B;12JUL2017:00:00:00;28.00
1213;13JUL2017:00:00:00;B;13APR2018:00:00:00;29.00
5204;29JUN2018:00:00:00;B;20SEP2019:00:00:00;220.00
1259;29JUN2018:00:00:00;B;31DEC9999:00:00:00;30.00
5301;29JUN2018:00:00:00;B;20SEP2019:00:00:00;85.00
5213;29JUN2018:00:00:00;B;31DEC9999:00:00:00;100.00
5291;29JUN2018:00:00:00;B;08MAY2019:00:00:00;60.00
1250;29JUN2018:00:00:00;B;31DEC9999:00:00:00;180.00
5202;29JUN2018:00:00:00;B;31DEC9999:00:00:00;140.00
5201;29JUN2018:00:00:00;B;31MAR2019:00:00:00;63.00
237;29JUN2018:00:00:00;B;20SEP2019:00:00:00;50.00
1330;29JUN2018:00:00:00;B;31DEC9999:00:00:00;30.00
5253;29JUN2018:00:00:00;B;31DEC9999:00:00:00;40.00
5203;29JUN2018:00:00:00;B;31DEC9999:00:00:00;120.00
5205;29JUN2018:00:00:00;B;31DEC9999:00:00:00;90.00
1258;29JUN2018:00:00:00;B;31DEC9999:00:00:00;20.00
1257;29JUN2018:00:00:00;B;31DEC9999:00:00:00;20.00
1256;29JUN2018:00:00:00;B;31DEC9999:00:00:00;20.00
1251;29JUN2018:00:00:00;B;31DEC9999:00:00:00;180.00
240;29JUN2018:00:00:00;B;31DEC9999:00:00:00;30.00
4331;09MAY2019:00:00:00;B;31DEC9999:00:00:00;180.00
28;09MAY2019:00:00:00;P;31DEC9999:00:00:00;47.00
5291;09MAY2019:00:00:00;B;31DEC9999:00:00:00;60.00
4343;09MAY2019:00:00:00;B;31DEC9999:00:00:00;180.00
29;09MAY2019:00:00:00;B;31DEC9999:00:00:00;55.00
4321;09MAY2019:00:00:00;B;31DEC9999:00:00:00;90.00
30;09MAY2019:00:00:00;P;31DEC9999:00:00:00;55.00
4345;09MAY2019:00:00:00;B;31DEC9999:00:00:00;180.00
1442;09MAY2019:00:00:00;B;31DEC9999:00:00:00;80.00
4332;09MAY2019:00:00:00;B;31DEC9999:00:00:00;80.00
4324;09MAY2019:00:00:00;B;31DEC9999:00:00:00;80.00
4363;09MAY2019:00:00:00;B;31DEC9999:00:00:00;130.00
4328;09MAY2019:00:00:00;B;31DEC9999:00:00:00;90.00
4344;09MAY2019:00:00:00;B;31DEC9999:00:00:00;60.00
1440;09MAY2019:00:00:00;B;31DEC9999:00:00:00;60.00
4357;09MAY2019:00:00:00;B;31DEC9999:00:00:00;180.00
290;09MAY2019:00:00:00;B;31DEC9999:00:00:00;60.00
27;09MAY2019:00:00:00;B;31DEC9999:00:00:00;47.00
4358;09MAY2019:00:00:00;B;31DEC9999:00:00:00;40.00
1443;09MAY2019:00:00:00;B;31DEC9999:00:00:00;80.00
30;09MAY2019:00:00:00;B;31DEC9999:00:00:00;55.00
6340;09MAY2019:00:00:00;B;31DEC9999:00:00:00;68.00
4334;09MAY2019:00:00:00;B;31DEC9999:00:00:00;120.00
4340;09MAY2019:00:00:00;B;31DEC9999:00:00:00;80.00
28;09MAY2019:00:00:00;B;31DEC9999:00:00:00;47.00
4323;09MAY2019:00:00:00;B;31DEC9999:00:00:00;180.00
1126;09MAY2019:00:00:00;B;31DEC9999:00:00:00;100.00
13;09MAY2019:00:00:00;B;31DEC9999:00:00:00;47.00
266;09MAY2019:00:00:00;B;31DEC9999:00:00:00;25.00
264;09MAY2019:00:00:00;B;31DEC9999:00:00:00;25.00
4346;09MAY2019:00:00:00;B;31DEC9999:00:00:00;100.00
4359;09MAY2019:00:00:00;B;31DEC9999:00:00:00;120.00
1125;09MAY2019:00:00:00;B;31DEC9999:00:00:00;100.00
263;09MAY2019:00:00:00;B;31DEC9999:00:00:00;10.00
4355;09MAY2019:00:00:00;B;31DEC9999:00:00:00;50.00
26;09MAY2019:00:00:00;B;31DEC9999:00:00:00;47.00
4327;09MAY2019:00:00:00;B;31DEC9999:00:00:00;180.00
1441;09MAY2019:00:00:00;B;31DEC9999:00:00:00;30.00
286;09MAY2019:00:00:00;B;31DEC9999:00:00:00;95.00
26;09MAY2019:00:00:00;P;31DEC9999:00:00:00;47.00
6328;09MAY2019:00:00:00;B;31DEC9999:00:00:00;68.00
29;09MAY2019:00:00:00;P;31DEC9999:00:00:00;55.00
13;09MAY2019:00:00:00;P;31DEC9999:00:00:00;47.00
27;09MAY2019:00:00:00;P;31DEC9999:00:00:00;47.00
237;21SEP2019:00:00:00;B;31DEC9999:00:00:00;50.00
84;19SEP2019:00:00:00;B;31DEC9999:00:00:00;1250.00
5302;21SEP2019:00:00:00;B;31DEC9999:00:00:00;110.00
5204;21SEP2019:00:00:00;B;31DEC9999:00:00:00;220.00
9928;19SEP2019:00:00:00;B;31DEC9999:00:00:00;18.00
1010;19SEP2019:00:00:00;B;31DEC9999:00:00:00;100.00
1008;19SEP2019:00:00:00;B;31DEC9999:00:00:00;150.00
2007;19SEP2019:00:00:00;B;31DEC9999:00:00:00;6.00
500;21SEP2019:00:00:00;B;31DEC9999:00:00:00;120.00
1009;19SEP2019:00:00:00;B;04JAN2022:00:00:00;140.00
86;19SEP2019:00:00:00;B;31DEC9999:00:00:00;150.00
238;21SEP2019:00:00:00;B;31DEC9999:00:00:00;100.00
592;19SEP2019:00:00:00;B;31DEC9999:00:00:00;6.00
82;19SEP2019:00:00:00;B;31DEC9999:00:00:00;1150.00
64;19SEP2019:00:00:00;B;31DEC9999:00:00:00;150.00
83;19SEP2019:00:00:00;B;31DEC9999:00:00:00;410.00
591;19SEP2019:00:00:00;B;04JAN2022:00:00:00;6.00
3786;19SEP2019:00:00:00;B;31DEC9999:00:00:00;20.00
5229;21SEP2019:00:00:00;B;31DEC9999:00:00:00;10.00
5292;21SEP2019:00:00:00;B;31DEC9999:00:00:00;60.00
5303;21SEP2019:00:00:00;B;31DEC9999:00:00:00;130.00
2004;19SEP2019:00:00:00;B;31DEC9999:00:00:00;6.00
215;21SEP2019:00:00:00;B;31DEC9999:00:00:00;80.00
5301;21SEP2019:00:00:00;B;31DEC9999:00:00:00;85.00
9927;19SEP2019:00:00:00;B;31DEC9999:00:00:00;17.00
85;19SEP2019:00:00:00;B;19SEP2019:00:00:00;505.00
1033;21SEP2019:00:00:00;B;31DEC9999:00:00:00;85.00
9929;19SEP2019:00:00:00;B;31DEC9999:00:00:00;16.00
1133;19SEP2019:00:00:00;B;31DEC9999:00:00:00;14.00
24;01APR2020:00:00:00;P;31DEC9999:00:00:00;100.00
24;01APR2020:00:00:00;B;31DEC9999:00:00:00;100.00
4127;01APR2020:00:00:00;B;31DEC9999:00:00:00;100.00
31;01APR2020:00:00:00;B;31DEC9999:00:00:00;100.00
4509;01APR2020:00:00:00;B;31DEC9999:00:00:00;100.00
9006;11MAY2020:00:00:00;B;31MAR2021:00:00:00;20.00
5271;11MAY2020:00:00:00;B;26SEP2020:00:00:00;200.00
5271;06MAY2020:00:00:00;B;10MAY2020:00:00:00;200.00
5271;15DEC2020:00:00:00;B;04JAN2021:00:00:00;160.00
5264;09AUG2017:00:00:00;B;31DEC9999:00:00:00;180.00
5263;09AUG2017:00:00:00;B;31DEC9999:00:00:00;180.00
5266;09AUG2017:00:00:00;B;31DEC9999:00:00:00;250.00
1253;09AUG2017:00:00:00;B;31DEC9999:00:00:00;90.00
5267;09AUG2017:00:00:00;B;31DEC9999:00:00:00;250.00
5265;09AUG2017:00:00:00;B;31DEC9999:00:00:00;320.00
4273;09AUG2017:00:00:00;B;31DEC9999:00:00:00;50.00
5259;09AUG2017:00:00:00;B;31DEC9999:00:00:00;180.00
5260;09AUG2017:00:00:00;B;31DEC9999:00:00:00;180.00
5261;09AUG2017:00:00:00;B;31DEC9999:00:00:00;250.00
5268;09AUG2017:00:00:00;B;31DEC9999:00:00:00;180.00
4088;17JAN2019:00:00:00;B;31DEC9999:00:00:00;1344.00
4084;17JAN2019:00:00:00;B;31DEC9999:00:00:00;500.00
4087;17JAN2019:00:00:00;B;31JAN2019:00:00:00;1344.00
41;17JAN2019:00:00:00;B;31DEC9999:00:00:00;1250.00
1439;01FEB2019:00:00:00;B;31DEC9999:00:00:00;320.00
1421;01FEB2019:00:00:00;B;31DEC9999:00:00:00;60.00
4500;01FEB2019:00:00:00;B;07APR2021:00:00:00;150.00
4508;01FEB2019:00:00:00;B;31DEC9999:00:00:00;150.00
4712;01FEB2019:00:00:00;B;31DEC9999:00:00:00;100.00
4503;01FEB2019:00:00:00;B;31DEC9999:00:00:00;200.00
4063;01FEB2019:00:00:00;B;31DEC9999:00:00:00;600.00
2002;01FEB2019:00:00:00;B;31DEC9999:00:00:00;17.00
1736;01FEB2019:00:00:00;B;31MAR2019:00:00:00;50.00
4715;01FEB2019:00:00:00;B;04JAN2022:00:00:00;50.00
1261;01FEB2019:00:00:00;B;31DEC9999:00:00:00;100.00
3784;01FEB2019:00:00:00;B;31MAR2019:00:00:00;55.00
1785;01FEB2019:00:00:00;B;31DEC9999:00:00:00;60.00
1260;01FEB2019:00:00:00;B;07APR2021:00:00:00;85.00
1420;01FEB2019:00:00:00;B;07APR2021:00:00:00;40.00
4120;01FEB2019:00:00:00;B;31MAR2019:00:00:00;150.00
4714;01FEB2019:00:00:00;B;31DEC9999:00:00:00;50.00
4119;01FEB2019:00:00:00;B;31DEC9999:00:00:00;200.00
1740;01FEB2019:00:00:00;B;31DEC9999:00:00:00;70.00
1428;01FEB2019:00:00:00;B;31DEC9999:00:00:00;20.00
4507;01FEB2019:00:00:00;B;31DEC9999:00:00:00;100.00
4125;01FEB2019:00:00:00;B;31DEC9999:00:00:00;350.00
1752;01FEB2019:00:00:00;B;31DEC9999:00:00:00;60.00
4711;01FEB2019:00:00:00;B;31DEC9999:00:00:00;150.00
1779;01FEB2019:00:00:00;B;31DEC9999:00:00:00;60.00
4506;01FEB2019:00:00:00;B;31DEC9999:00:00:00;100.00
1744;01FEB2019:00:00:00;B;31DEC9999:00:00:00;60.00
4502;01FEB2019:00:00:00;B;31DEC9999:00:00:00;60.00
350;01FEB2019:00:00:00;B;31MAR2019:00:00:00;60.00
4505;01FEB2019:00:00:00;B;31DEC9999:00:00:00;150.00
4501;01FEB2019:00:00:00;B;31DEC9999:00:00:00;60.00
1438;01FEB2019:00:00:00;B;31DEC9999:00:00:00;120.00
4124;01FEB2019:00:00:00;B;31DEC9999:00:00:00;200.00
1427;01FEB2019:00:00:00;B;31DEC9999:00:00:00;180.00
4087;01FEB2019:00:00:00;B;31DEC9999:00:00:00;1344.00
1439;02FEB2019:00:00:00;B;31DEC9999:00:00:00;320.00
85;20SEP2019:00:00:00;B;31DEC9999:00:00:00;505.00
5270;19OCT2019:00:00:00;B;31DEC9999:00:00:00;120.00
4722;21MAY2020:00:00:00;B;27MAY2020:00:00:00;35.00
4721;21MAY2020:00:00:00;B;27MAY2020:00:00:00;35.00
4721;28MAY2020:00:00:00;B;31DEC9999:00:00:00;35.00
4720;28MAY2020:00:00:00;B;31DEC9999:00:00:00;45.00
4720;21MAY2020:00:00:00;B;27MAY2020:00:00:00;45.00
4719;21MAY2020:00:00:00;B;27MAY2020:00:00:00;45.00
4719;28MAY2020:00:00:00;B;31DEC9999:00:00:00;45.00
4722;28MAY2020:00:00:00;B;31DEC9999:00:00:00;35.00
4274;17OCT2020:00:00:00;B;31DEC9999:00:00:00;36.00
9005;17OCT2020:00:00:00;B;08JUL2021:00:00:00;17.00
9106;17OCT2020:00:00:00;B;31DEC9999:00:00:00;9.00
5271;17OCT2020:00:00:00;B;14DEC2020:00:00:00;200.00
5271;06JAN2021:00:00:00;B;23FEB2021:00:00:00;160.00
5272;06JAN2021:00:00:00;B;31DEC9999:00:00:00;60.00
9007;07FEB2021:00:00:00;B;20JUN2021:00:00:00;741.00
1206;14APR2018:00:00:00;B;31DEC9999:00:00:00;27.00
1211;14APR2018:00:00:00;B;31MAR2019:00:00:00;45.00
5201;14APR2018:00:00:00;B;28JUN2018:00:00:00;63.00
1757;14APR2018:00:00:00;B;31DEC9999:00:00:00;110.00
1610;14APR2018:00:00:00;B;07APR2021:00:00:00;22.00
966;14APR2018:00:00:00;B;31DEC9999:00:00:00;50.00
24;14APR2018:00:00:00;P;31MAR2020:00:00:00;100.00
9106;14APR2018:00:00:00;B;26SEP2020:00:00:00;9.00
330;14APR2018:00:00:00;B;31MAR2019:00:00:00;49.00
357;14APR2018:00:00:00;B;31DEC9999:00:00:00;50.00
1128;14APR2018:00:00:00;B;31MAR2019:00:00:00;45.00
1202;14APR2018:00:00:00;B;31DEC9999:00:00:00;50.00
462;14APR2018:00:00:00;B;07APR2021:00:00:00;50.00
4119;14APR2018:00:00:00;B;31JAN2019:00:00:00;200.00
7320;14APR2018:00:00:00;B;31MAR2019:00:00:00;60.00
2012;14APR2018:00:00:00;B;31DEC9999:00:00:00;6.00
1385;14APR2018:00:00:00;B;31MAR2019:00:00:00;60.00
780;14APR2018:00:00:00;B;31MAR2019:00:00:00;80.00
1209;14APR2018:00:00:00;B;31DEC9999:00:00:00;54.00
967;14APR2018:00:00:00;B;31DEC9999:00:00:00;50.00
1743;14APR2018:00:00:00;B;01FEB2019:00:00:00;60.00
3785;14APR2018:00:00:00;B;01FEB2019:00:00:00;50.00
4006;14APR2018:00:00:00;B;31MAR2019:00:00:00;160.00
4122;14APR2018:00:00:00;B;31MAR2019:00:00:00;180.00
4124;14APR2018:00:00:00;B;31JAN2019:00:00:00;180.00
4127;14APR2018:00:00:00;B;31MAR2020:00:00:00;100.00
9105;14APR2018:00:00:00;B;31DEC9999:00:00:00;5.00
1487;14APR2018:00:00:00;B;31DEC9999:00:00:00;60.00
1141;14APR2018:00:00:00;B;07APR2021:00:00:00;37.00
1374;14APR2018:00:00:00;B;31MAR2019:00:00:00;40.00
1210;14APR2018:00:00:00;B;31MAR2019:00:00:00;45.00
7323;14APR2018:00:00:00;B;07APR2021:00:00:00;55.00
7325;14APR2018:00:00:00;B;07APR2021:00:00:00;55.00
1777;14APR2018:00:00:00;B;01FEB2019:00:00:00;85.00
7335;14APR2018:00:00:00;B;07APR2021:00:00:00;63.00
24;14APR2018:00:00:00;B;31MAR2020:00:00:00;100.00
1205;14APR2018:00:00:00;B;31DEC9999:00:00:00;50.00
1488;14APR2018:00:00:00;B;31MAR2019:00:00:00;90.00
412;14APR2018:00:00:00;B;31DEC9999:00:00:00;30.00
7307;14APR2018:00:00:00;B;31MAR2019:00:00:00;75.00
13;14APR2018:00:00:00;B;08MAY2019:00:00:00;47.00
174;14APR2018:00:00:00;B;31MAR2019:00:00:00;17.00
1821;14APR2018:00:00:00;B;31MAR2019:00:00:00;67.00
4004;14APR2018:00:00:00;B;31DEC9999:00:00:00;110.00
1104;14APR2018:00:00:00;B;31MAR2019:00:00:00;26.00
1577;14APR2018:00:00:00;B;31MAR2019:00:00:00;25.00
1816;14APR2018:00:00:00;B;31DEC9999:00:00:00;20.00
1124;14APR2018:00:00:00;B;31MAR2019:00:00:00;6.00
1135;14APR2018:00:00:00;B;31DEC9999:00:00:00;70.00
4005;14APR2018:00:00:00;B;31MAR2019:00:00:00;140.00
353;14APR2018:00:00:00;B;01FEB2019:00:00:00;55.00
1387;14APR2018:00:00:00;B;31MAR2019:00:00:00;40.00
3784;14APR2018:00:00:00;B;31JAN2019:00:00:00;50.00
354;14APR2018:00:00:00;B;01FEB2019:00:00:00;50.00
4123;14APR2018:00:00:00;B;01FEB2019:00:00:00;165.00
188;14APR2018:00:00:00;B;31DEC9999:00:00:00;38.00
1127;14APR2018:00:00:00;B;31MAR2019:00:00:00;17.00
1204;14APR2018:00:00:00;B;31DEC9999:00:00:00;50.00
1526;14APR2018:00:00:00;B;31DEC9999:00:00:00;20.00
1815;14APR2018:00:00:00;B;31DEC9999:00:00:00;20.00
1213;14APR2018:00:00:00;B;31MAR2019:00:00:00;25.00
1145;14APR2018:00:00:00;B;31DEC9999:00:00:00;33.00
1201;14APR2018:00:00:00;B;31DEC9999:00:00:00;50.00
1207;14APR2018:00:00:00;B;31DEC9999:00:00:00;27.00
1377;14APR2018:00:00:00;B;31DEC9999:00:00:00;65.00
1779;14APR2018:00:00:00;B;31JAN2019:00:00:00;60.00
1484;14APR2018:00:00:00;B;31MAR2019:00:00:00;60.00
1212;14APR2018:00:00:00;B;31MAR2019:00:00:00;60.00
4711;14APR2018:00:00:00;B;31JAN2019:00:00:00;150.00
1139;14APR2018:00:00:00;B;07APR2021:00:00:00;35.00
996;14APR2018:00:00:00;B;31MAR2019:00:00:00;20.00
389;14APR2018:00:00:00;B;31DEC9999:00:00:00;150.00
1140;14APR2018:00:00:00;B;31DEC9999:00:00:00;33.00
390;14APR2018:00:00:00;B;31DEC9999:00:00:00;220.00
7420;14APR2018:00:00:00;B;31DEC9999:00:00:00;95.00
3713;14APR2018:00:00:00;B;01FEB2019:00:00:00;120.00
1208;14APR2018:00:00:00;B;31MAR2019:00:00:00;25.00
13;14APR2018:00:00:00;P;08MAY2019:00:00:00;47.00
1773;14APR2018:00:00:00;B;04JAN2022:00:00:00;36.00
1814;14APR2018:00:00:00;B;31DEC9999:00:00:00;20.00
219;14APR2018:00:00:00;B;31DEC9999:00:00:00;25.00
968;14APR2018:00:00:00;B;31DEC9999:00:00:00;50.00
7301;14APR2018:00:00:00;B;31DEC9999:00:00:00;80.00
7305;14APR2018:00:00:00;B;31DEC9999:00:00:00;80.00
126;14APR2018:00:00:00;B;31MAR2019:00:00:00;17.00
570;01APR2019:00:00:00;B;04JAN2022:00:00:00;50.00
1104;01APR2019:00:00:00;B;07APR2021:00:00:00;25.00
320;01APR2019:00:00:00;B;07APR2021:00:00:00;57.00
324;01APR2019:00:00:00;B;31DEC9999:00:00:00;30.00
1203;01APR2019:00:00:00;B;31DEC9999:00:00:00;75.00
